"","StartDate","EndDate","Status","IPAddress","Progress","Durationinseconds","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","welcome","accept","rmq_1","rmq_2","rmq_3","rmq_4","rmq_5","rmq_6","rmq_7","rmq_8","rmq_9","rmq_10","rmq_11","rmq_12","rmq_13","rmq_14","rmq_15","rmq_16","rmq_17","rmq_18","rmq_19","rmq_20","rmq_21","rmq_22","rmq_23","rmq_24","rmq_25","rmq_26","rmq_27","rmq_28","rmq_29","rmq_30","rmq_timer_FirstClick","rmq_timer_LastClick","rmq_timer_PageSubmit","rmq_timer_ClickCount","rfq_1","rfq_2","rfq_3","rfq_4","rfq_5","rfq_6","rfq_7","rfq_8","rfq_9","rfq_10","rfq_11","rfq__timer_FirstClick","rfq__timer_LastClick","rfq__timer_PageSubmit","rfq__timer_ClickCount","digivest_accept","digivest_app_timer_FirstClick","digivest_app_timer_LastClick","digivest_app_timer_PageSubmit","digivest_app_timer_ClickCount","digivest_test_timer_FirstClick","digivest_test_timer_LastClick","digivest_test_timer_PageSubmit","digivest_test_timer_ClickCount","digivest_use_1","digivest_use_timer_FirstClick","digivest_use_timer_LastClick","digivest_use_timer_PageSubmit","digivest_use_timer_ClickCount","bit_ctr_1","bit_timer_FirstClick","bit_timer_LastClick","bit_timer_PageSubmit","bit_timer_ClickCount","bit_cfl_11","bit_timer_FirstClick1","bit_timer_LastClick1","bit_timer_PageSubmit1","bit_timer_ClickCount1","easy","clear","perfaffected","previnvested","missedout","regret","investearlier","happier","relieved","bit_perf_text","gender","gender_3_TEXT","age","language","language_3_TEXT","ethnicity","ethnicity_7_TEXT","location","location_2_TEXT","student","education","income","heard_test","told_test","condition","MTurkCode","allo","allo_timer","allo_clicks","prev","prom","ass","loc","rfq_2r","rfq_4r","rfq_6r","rfq_8r","rfq_1r","rfq_9r","rfq_11r","rmq_2r","rmq_10r","rmq_27r","rmq_13r","rmq_24r","prev.var","prom.var","ass.var","loc.var","prevdom","prevdomc","premc","promc","amc","lmc","perfaffected.s","missedout.s","regret.s","investearlier.s","happier.s","relieved.s","hiloprev","hiloprom","hiloass","hiloloc","condD","premc.s","promc.s","allo.s","prevdomc.s","condE"
"411","2018-09-10 06:55:49","2018-09-10 07:00:51","0","190.124.31.6",100,301,"1","2018-09-10 07:00:51","R_2VEnCtqrz40sCIe","","","","","8","-66","anonymous","EN","","1",3,4,4,4,4,3,2,3,3,3,3,3,4,5,4,4,5,5,5,5,5,4,3,3,3,3,3,4,4,5,"0.701","18.76","20.067","35",2,2,2,5,5,5,4,3,3,5,4,"3.472","18.902","20.288","11","1","0","0","4.143","0","0","0","29.37","0","30","5.815","18.874","19.757","2","10","5.794","12.729","13.706","4","","","","","",5,5,4,"0",2,2,4,4,4,"none","female","",30,"english","","white","","12","","1","graddegree","$100K-$250K","1","0","Control","809373957",10,13.706,4,2.8,3.33333333333333,3.75,3.75,4,1,1,3,4,3,2,3,4,4,3,4,3.2,1.46666666666667,0.931818181818182,0.386363636363636,-0.533333333333334,-0.453027630805409,-0.51005291005291,-0.0570252792475014,-0.108784176847004,-0.590630472854641,0.601019941759668,-0.555514923199293,-0.357898454113614,0.402534637579827,0.818096378965737,0.925322433814912,"loprev","loprom","loass","loloc",0,-0.621432841197919,-0.0905477377765371,-1.17740964855828,-0.508809686615604,-1
"412","2018-09-10 06:49:36","2018-09-10 07:00:54","0","172.98.175.23",100,677,"1","2018-09-10 07:00:54","R_2PCpFQBSyL2fdh0","","","","","29.770202636719","-95.362800598145","anonymous","EN","","1",3,4,5,6,5,6,4,5,5,4,6,3,5,4,6,5,5,4,6,5,6,4,6,5,5,4,6,5,4,6,"10.973","93.238","96.818","31",3,2,3,3,2,4,3,4,3,5,4,"81.292","125.339","134.6","12","1","11.436","11.436","27.785","1","5.925","5.925","13.35","1","30","109.564","125.325","126.343","2","23","34.294","48.283","49.838","3","","","","","",4,4,4,"0",2,4,4,4,5,"Now a days bitcoin is the investment platform like gold, industry and land etc.,","female","",38,"english","","black","","96","","0","doctorate","$70K-$100K","0","","Control","71918101",23,49.838,3,2.6,3.16666666666667,4.58333333333333,4.41666666666667,4,3,2,2,3,3,2,3,3,1,2,2,0.8,0.966666666666667,2.62878787878788,1.90151515151515,-0.566666666666666,-0.486360964138742,-0.71005291005291,-0.223691945914168,0.724549156486329,0.0760361938120262,0.601019941759668,-0.555514923199293,1.15276595104036,0.402534637579827,0.818096378965737,1.66192779231231,"loprev","loprom","hiass","loloc",0,-0.865106714613701,-0.355189837360541,-0.805496110328399,-0.54624740946936,-1
"413","2018-09-10 06:48:55","2018-09-10 07:01:03","0","107.195.14.24",100,727,"1","2018-09-10 07:01:03","R_1f9LFSAx9ccSD94","","","","","34.228103637695","-84.178001403809","anonymous","EN","","1",2,5,1,1,2,1,1,1,1,5,2,1,1,1,1,2,2,5,1,1,2,1,2,5,2,1,6,5,5,1,"32.967","190.472","192.287","38",4,1,3,1,5,1,3,1,2,3,1,"20.657","97.178","104.751","20","1","3.496","47.499","88.245","4","6.141","6.141","8.207","1","30","3.34","8.701","10.598","3","0","31.237","33.801","34.692","4","","","","","",5,5,3,"0",1,1,1,1,1,"","male","",30,"english","","white","","13","","0","bachelors","$70K-$100K","0","","Control","197206484",0,34.692,4,5,3.33333333333333,1.25,2.58333333333333,5,5,5,5,2,4,5,2,2,1,6,2,0,1.06666666666667,0.204545454545455,2.99242424242424,1.66666666666667,1.74697236919459,1.68994708994709,-0.0570252792475014,-2.608784176847,-1.75729713952131,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","loprom","loass","loloc",0,2.05897976637568,-0.0905477377765371,-1.46349698565819,1.96208002173232,-1
"414","2018-09-10 06:55:39","2018-09-10 07:01:07","0","170.97.67.112",100,327,"1","2018-09-10 07:01:07","R_1IFBKv4cHndGudf","","","","","38.874893188477","-77.032501220703","anonymous","EN","","1",5,3,5,6,5,4,4,5,6,3,4,1,3,2,3,5,4,2,5,4,5,4,4,2,5,1,4,5,6,4,"0","0","72.117","0",2,3,4,3,3,3,5,2,2,5,1,"0","0","24.672","0","1","0.763","17.706","20.067","20","0.842","13.017","13.903","17","30","1.38","10.949","11.463","12","","","","","","100","2.046","11.136","12.19","4",5,5,3,"0",2,1,3,2,2,"","male","",33,"english","","white","","74","","0","doctorate","$250K-$500K","0","","CF Loss","40435588",100,12.19,4,3.2,4.5,4.08333333333333,5.08333333333333,3,3,3,4,4,4,5,4,4,3,4,5,0.2,0.3,0.628787878787879,0.265151515151515,-1.3,-1.21969429747208,-0.11005291005291,1.10964138741917,0.224549156486329,0.742702860478692,-0.457919955626414,-0.555514923199293,-1.1132306566906,-0.385221319834458,-0.659755144327207,-0.547888283179883,"loprev","hiprom","hiass","hiloc",1,-0.134085094366356,1.76194695931149,1.39737638534091,-1.369877312252,1
"415","2018-09-10 06:54:53","2018-09-10 07:01:10","0","97.83.234.202",100,377,"1","2018-09-10 07:01:10","R_21FzXeNI22r6fQD","","","","","43.801406860352","-91.239601135254","anonymous","EN","","1",6,1,3,6,3,5,4,4,1,3,6,1,1,4,6,6,2,2,5,6,6,3,4,4,5,1,1,4,3,4,"4.382","125.468","126.262","45",4,1,4,1,5,2,5,2,5,2,1,"5.342","48.932","53.722","17","1","0","0","17.714","0","0","0","18.211","0","30","17.195","17.195","18.216","1","100","16.498","16.498","17.517","1","","","","","",5,4,3,"0",5,4,5,5,5,"","female","",26,"english","","white","","103","","0","associates","$20K-$40K","0","","Control","309310241",100,17.517,1,4.6,3.16666666666667,4.66666666666667,4.58333333333333,5,5,4,4,2,1,5,6,4,6,6,3,0.3,2.96666666666667,2.42424242424242,1.90151515151515,1.43333333333333,1.51363903586126,1.28994708994709,-0.223691945914168,0.807882489819663,0.242702860478692,-0.457919955626414,1.7598373521199,1.15276595104036,1.19029059499411,1.55702214061221,1.66192779231231,"hiprev","loprom","hiass","hiloc",0,1.57163201954411,-0.355189837360541,1.39737638534091,1.70001596175603,-1
"416","2018-09-10 06:45:46","2018-09-10 07:01:11","0","104.236.233.182",100,925,"1","2018-09-10 07:01:11","R_3JnkqlkWiQSnbx2","","","","","37.77490234375","-122.41940307617","anonymous","EN","","1",3,4,5,5,4,5,4,4,5,3,3,5,4,5,5,3,5,4,5,3,4,5,3,2,5,3,4,2,3,4,"5.554","90.388","92.273","32",4,3,2,3,3,4,3,2,2,2,3,"11.065","56.494","60.659","13","1","15.408","24.904","27.686","2","11.718","37.551","43.549","2","30","17.034","47.577","51.539","4","85","2.783","2.783","4.337","1","","","","","",4,4,3,"0",3,2,4,3,2,"no comment","male","",30,"english","","white","","83","","0","graddegree","$70K-$100K","0","","Control","622484263",85,4.337,1,3,2.66666666666667,4.08333333333333,3.83333333333333,3,3,2,4,2,4,3,3,4,3,3,5,0.5,0.666666666666667,0.810606060606061,1.06060606060606,0.333333333333333,0.413639035861258,-0.31005291005291,-0.723691945914168,0.224549156486329,-0.507297139521307,-0.457919955626414,0.216269168573771,-0.357898454113614,0.402534637579827,0.0791706173192649,-0.547888283179883,"loprev","loprom","hiass","loloc",0,-0.377758967782138,-1.14911613611255,0.968245379691045,0.464571107582065,-1
"417","2018-09-10 06:56:07","2018-09-10 07:01:12","0","162.200.74.157",100,305,"1","2018-09-10 07:01:13","R_1q9sb6pVhQKOsHM","","","","","32.724395751953","-96.565002441406","anonymous","EN","","1",4,3,4,6,5,4,1,5,6,5,4,1,1,5,3,5,4,2,5,6,5,2,2,5,6,2,3,5,5,6,"4.213","76.83","78.005","30",3,4,5,4,3,3,3,2,2,4,4,"4.545","36.766","38.182","11","1","0","0","14.154","0","0","0","11.535","0","30","12.834","12.834","14.678","1","","","","","","0","12.622","12.622","14.179","1",5,5,3,"0",1,1,3,1,1,"","female","",33,"english","","black","","96","","0","bachelors","$250K-$500K","0","","CF Loss","985921003",0,14.179,1,2.8,3.5,3.91666666666667,4.83333333333333,2,2,3,4,3,4,2,4,2,4,6,2,0.7,1.1,2.81060606060606,1.24242424242424,-0.7,-0.619694297472075,-0.51005291005291,0.109641387419165,0.0578824898196624,0.492702860478692,-0.457919955626414,-1.32729901497236,-1.1132306566906,-0.385221319834458,-1.39868090597368,-1.28449364167728,"loprev","hiprom","loass","hiloc",1,-0.621432841197919,0.174094361807466,-1.46349698565819,-0.695998300884387,1
"418","2018-09-10 06:45:29","2018-09-10 07:01:14","0","67.175.50.33",100,945,"1","2018-09-10 07:01:14","R_31tN8Gr2SnJ3zBP","","","","","41.813003540039","-87.65599822998","anonymous","EN","","1",5,2,4,4,4,4,5,4,5,5,4,1,4,1,4,3,2,1,4,4,4,3,2,3,3,3,3,4,4,3,"7.795","146.242","148.038","77",3,4,3,3,3,4,3,3,2,3,4,"2.408","289.409","289.849","41","1","7.204","30.341","33.093","6","1.658","14.444","19.285","7","30","11.646","23.544","25.394","5","","","","","","75","3.609","25.121","26.067","5",5,4,2,"0",2,2,4,3,3,"","female","",30,"english","","white","","65","","1","graddegree","$250K-$500K","0","","CF Loss","78867838",75,26.067,5,2.6,3,3.91666666666667,3.83333333333333,2,3,2,3,3,4,2,5,2,4,3,4,0.3,0.4,0.810606060606061,0.333333333333333,-0.4,-0.319694297472075,-0.71005291005291,-0.390358612580835,0.0578824898196624,-0.507297139521307,-1.5168598530125,-0.555514923199293,-0.357898454113614,0.402534637579827,0.0791706173192649,0.188717075317515,"loprev","loprom","loass","loloc",1,-0.865106714613701,-0.619831936944544,0.682158042591135,-0.359058795200578,1
"419","2018-09-10 06:45:52","2018-09-10 07:01:19","0","172.241.37.187",100,926,"1","2018-09-10 07:01:19","R_Di6WfxUeQumFA65","","","","","32.782501220703","-96.820701599121","anonymous","EN","","1",3,4,6,5,4,5,6,3,4,2,4,5,6,6,5,2,5,4,2,2,3,4,5,1,5,3,4,6,4,6,"68.948","255.954","259.116","35",4,3,2,4,4,3,5,2,3,4,4,"12.123","102.276","105.083","13","1","0","0","21.269","0","0","0","16.961","0","30","10.067","30.569","32.464","3","","","","","","100","33.449","49.666","51.567","2",1,5,5,"0",3,5,2,3,3,"it is a very useful survey. because now i know about the bitcoin. Hereafter i will invest in bitcoin. Good survey. Thank You for giving this useful information.","male","",35,"english","","black","","96","","0","doctorate","$100K-$250K","0","","CF Loss","830453680",100,51.567,2,3.2,3,4.08333333333333,4,3,2,3,4,2,3,2,3,5,3,1,6,0.7,1.6,1.90151515151515,2.72727272727273,0.2,0.280305702527925,-0.11005291005291,-0.390358612580835,0.224549156486329,-0.340630472854641,1.65995983914575,0.216269168573771,1.90809815361735,-1.17297727724874,0.0791706173192649,0.188717075317515,"loprev","loprom","hiass","loloc",1,-0.134085094366356,-0.619831936944544,1.39737638534091,0.314820216167039,1
"420","2018-09-10 06:55:33","2018-09-10 07:01:23","0","173.91.199.41",100,349,"1","2018-09-10 07:01:23","R_3qdmuwgzslUXMZg","","","","","41.108703613281","-80.701797485352","anonymous","EN","","1",5,5,5,4,5,4,5,5,5,4,5,5,5,4,4,4,5,2,5,4,4,5,2,1,5,5,2,3,5,5,"2.965","40.375","45.2","39",3,2,4,2,4,3,4,2,2,3,3,"4.274","37.597","40.921","14","1","0","0","18.229","0","0","0","17.305","0","30","11.937","20.255","21.307","2","","","","","","0","17.235","18.692","19.845","2",5,5,3,"1",NA,NA,NA,NA,NA,"","male","",35,"english","","white","","87","","0","graddegree","$70K-$100K","0","","CF Loss","698937967",0,19.845,2,3.8,3.5,4.33333333333333,4.41666666666667,4,4,3,4,3,4,3,2,3,5,2,6,0.2,0.3,0.96969696969697,1.17424242424242,0.3,0.380305702527925,0.48994708994709,0.109641387419165,0.474549156486329,0.0760361938120262,-0.457919955626414,NA,NA,NA,NA,NA,"hiprev","hiprom","hiass","loloc",1,0.596936525880988,0.174094361807466,-1.46349698565819,0.427133384728308,1
"421","2018-09-10 06:45:27","2018-09-10 07:01:26","0","71.8.86.183",100,958,"1","2018-09-10 07:01:26","R_2dKfjn8Do4hdsH7","","","","","33.250701904297","-86.921096801758","anonymous","EN","","1",5,3,1,5,5,1,2,5,1,6,3,1,1,1,1,6,3,2,3,1,6,3,1,1,4,2,5,5,4,1,"4.463","114.955","116.256","36",3,3,5,3,4,3,5,1,2,3,2,"8.155","39.726","44.28","12","1","23.17","24.654","26.251","3","0","0","18.111","0","30","19.554","19.554","21.391","1","","","","","","50","16.967","16.967","21.216","1",5,5,4,"0",5,3,5,4,4,"Thank you. ","male","",50,"english","","white","","3","","0","somecollege","$40K-$70K","0","","CF Loss","808253266",50,21.216,1,3.6,4,1.91666666666667,4.83333333333333,3,3,3,5,3,4,4,4,1,2,6,6,0.8,0.8,1.17424242424242,1.96969696969697,-0.4,-0.319694297472075,0.28994708994709,0.609641387419165,-1.94211751018034,0.492702860478692,0.601019941759668,1.7598373521199,0.397433748463374,1.19029059499411,0.818096378965737,0.925322433814912,"hiprev","hiprom","loass","hiloc",1,0.353262652465207,0.968020660559476,-0.033060300158641,-0.359058795200578,1
"422","2018-09-10 06:45:37","2018-09-10 07:01:27","0","108.187.204.141",100,950,"1","2018-09-10 07:01:28","R_xnf8S7VdyBdHTYB","","","","","37.751007080078","-97.821998596191","anonymous","EN","","1",3,4,4,5,6,5,4,5,5,3,4,5,4,5,4,5,5,4,2,5,4,5,4,1,5,4,5,4,4,5,"8.288","83.223","102.145","32",3,2,3,2,4,4,4,3,3,3,4,"10.924","57.315","58.84","11","1","7.291","16.051","31.748","4","34.353","39.345","47.338","5","30","31.871","95.842","96.987","4","","","","","","9","23.2","23.2","24.743","1",4,3,4,"0",3,3,3,3,3,"Good survey","male","",64,"english","","white","","96","","0","doctorate","$40K-$70K","0","","CF Loss","124372089",9,24.743,1,3.4,3,4,4.5,4,4,2,3,3,3,2,3,4,2,3,6,0.8,0.4,1.27272727272727,1,0.4,0.480305702527925,0.0899470899470898,-0.390358612580835,0.141215823152996,0.159369527145359,0.601019941759668,0.216269168573771,0.397433748463374,-0.385221319834458,0.0791706173192649,0.188717075317515,"hiprev","loprom","hiass","hiloc",1,0.109588779049425,-0.619831936944544,-1.20601838226827,0.539446553289578,1
"423","2018-09-10 06:56:24","2018-09-10 07:01:36","0","73.79.166.153",100,311,"1","2018-09-10 07:01:36","R_10Uf8YSdIxqxSaR","","","","","40.098205566406","-80.787200927734","anonymous","EN","","1",4,5,2,6,5,1,2,5,1,5,3,1,4,3,6,4,1,1,4,4,1,5,1,6,4,5,5,3,1,5,"7.692","153.986","154.696","33",4,3,2,4,3,3,3,3,4,2,1,"8.315","55.179","55.467","18","1","0","0","1.796","0","0","0","6.57","0","30","3","3","3.851","1","100","3.593","4.283","6.199","2","","","","","",4,5,3,"0",4,5,5,5,4,"","male","",39,"english","","white","","87","","0","bachelors","$40K-$70K","0","","Control","632325317",100,6.199,2,2.8,2.66666666666667,3.08333333333333,3.25,3,2,3,3,2,2,5,2,2,2,3,1,0.2,1.46666666666667,2.81060606060606,2.93181818181818,0.133333333333333,0.213639035861258,-0.51005291005291,-0.723691945914168,-0.775450843513671,-1.09063047285464,-0.457919955626414,0.988053260346834,1.90809815361735,1.19029059499411,1.55702214061221,0.925322433814912,"loprev","loprom","loass","loloc",0,-0.621432841197919,-1.14911613611255,1.39737638534091,0.239944770459526,-1
"424","2018-09-10 06:45:34","2018-09-10 07:01:42","0","67.223.21.34",100,968,"1","2018-09-10 07:01:42","R_2z78hByVuPqHFyZ","","","","","36.540603637695","-82.17569732666","anonymous","EN","","1",5,2,2,5,3,4,2,3,6,4,6,1,6,1,6,4,3,2,4,6,4,6,1,4,4,2,1,2,2,4,"11.22","230.14","231.103","31",3,3,3,1,4,3,2,1,3,3,3,"37.336","143.309","144.47","12","1","0","0","32.849","0","0","0","25.132","0","30","25.975","34.549","35.624","2","","","","","","50","46.756","46.756","47.964","1",1,4,2,"0",3,1,3,2,2,"","female","",34,"english","","white","","95","","0","associates","$20K-$40K","0","","CF Loss","773026137",50,47.964,1,4,2.83333333333333,4.83333333333333,3.16666666666667,3,5,3,5,3,3,3,5,3,6,1,3,1,0.166666666666667,1.96969696969697,1.60606060606061,1.16666666666667,1.24697236919459,0.68994708994709,-0.557025279247501,0.974549156486329,-1.17396380618797,-1.5168598530125,0.216269168573771,-1.1132306566906,-0.385221319834458,-0.659755144327207,-0.547888283179883,"hiprev","loprom","hiass","loloc",1,0.84061039929677,-0.884474036528547,-0.033060300158641,1.40051417892598,1
"425","2018-09-10 06:45:33","2018-09-10 07:01:42","0","104.131.188.187",100,968,"1","2018-09-10 07:01:43","R_2wtuUPclQIThFK3","","","","","40.721405029297","-74.00520324707","anonymous","EN","","1",5,5,4,4,5,4,5,5,4,5,4,5,5,5,5,3,5,3,3,4,5,4,4,2,4,5,4,5,5,4,"32.741","112.202","112.774","6",3,2,4,3,4,2,3,3,2,4,2,"15.763","117.925","119.372","12","1","0","0","89.592","0","0","0","51.1","0","30","54.988","54.988","56.081","1","50","30.003","32.766","33.462","2","","","","","",4,4,4,"0",3,2,4,3,4,"I feel that knowing how to invest in the bitcoin market can increase your income moderately","male","",30,"english","","white","","12","","0","graddegree","$70K-$100K","0","","Control","903714143",50,33.462,2,3.6,3.66666666666667,3.66666666666667,4.33333333333333,4,3,4,3,3,4,4,2,2,3,2,5,0.3,0.266666666666667,0.96969696969697,0.96969696969697,-0.0666666666666664,0.0136390358612583,0.28994708994709,0.276308054085832,-0.192117510180338,-0.00729713952130773,0.601019941759668,0.216269168573771,-0.357898454113614,0.402534637579827,0.0791706173192649,0.925322433814912,"hiprev","hiprom","loass","loloc",0,0.353262652465207,0.438736461391469,-0.033060300158641,0.015318433336987,-1
"426","2018-09-10 06:53:09","2018-09-10 07:01:45","0","45.59.17.25",100,516,"1","2018-09-10 07:01:46","R_1MZdmxKArNsc24K","","","","","40.744903564453","-73.978202819824","anonymous","EN","","1",6,5,6,5,6,6,6,5,6,6,5,6,5,6,5,6,6,6,5,6,5,6,5,6,5,6,5,6,5,6,"8.039","78.653","81.2","30",4,4,3,3,4,5,3,4,4,5,4,"5.732","49.117","51.706","11","1","0","0","13.465","0","0","0","23.822","0","30","16.255","72.729","73.972","6","","","","","","82","8.38","8.38","16.404","1",5,5,1,"1",NA,NA,NA,NA,NA,"this very excellent practice","female","",35,"english","","black","","83","","0","graddegree","$10K-$20K","1","1","CF Loss","385346856",82,16.404,1,2.4,2.83333333333333,4.66666666666667,4.83333333333333,2,3,1,2,2,2,2,2,1,2,2,1,1.3,1.36666666666667,3.51515151515152,2.6969696969697,-0.433333333333334,-0.353027630805409,-0.91005291005291,-0.557025279247501,0.807882489819663,0.492702860478692,-2.57579975039858,NA,NA,NA,NA,NA,"loprev","loprom","hiass","hiloc",1,-1.10878058802948,-0.884474036528547,0.882419178561072,-0.396496518054335,1
"427","2018-09-10 06:56:58","2018-09-10 07:01:53","0","196.17.249.254",100,294,"1","2018-09-10 07:01:53","R_3QQOrJc7nkECmaN","","","","","39.099700927734","-94.578598022461","anonymous","EN","","1",4,5,4,5,5,4,5,5,3,4,5,5,4,3,4,5,4,5,5,4,4,5,4,4,4,5,5,4,4,5,"3.477","46.341","47.981","30",2,3,1,2,3,4,4,2,1,1,2,"6.216","26.183","28.237","11","1","0","0","3.074","0","0","0","2.936","0","30","2.538","29.446","30.654","8","86","4.622","4.622","5.542","1","","","","","",2,2,3,"1",NA,NA,NA,NA,NA,"GOOD SURVEY","male","",25,"english","","white","","8","","0","graddegree","$500K+","0","","Control","504513357",86,5.542,1,3.2,3.16666666666667,3.91666666666667,4.16666666666667,3,4,2,4,4,5,4,2,3,2,3,3,0.7,2.96666666666667,1.35606060606061,0.515151515151515,0.0333333333333337,0.113639035861258,-0.11005291005291,-0.223691945914168,0.0578824898196624,-0.173963806187974,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","loprom","loass","loloc",0,-0.134085094366356,-0.355189837360541,0.996854113401036,0.127631601898257,-1
"428","2018-09-10 06:48:19","2018-09-10 07:02:03","0","50.48.212.63",100,823,"1","2018-09-10 07:02:03","R_12rjORsJJs0xvAC","","","","","43.14729309082","-77.44270324707","anonymous","EN","","1",4,2,2,4,5,4,3,4,3,3,5,1,4,4,5,4,4,3,4,5,5,3,4,3,4,2,2,5,3,3,"3.192","187.393","189.603","39",3,1,3,1,4,1,3,2,3,3,2,"6.848","113.841","116.235","16","1","0","0","41.892","0","0","0","29.768","0","30","25.238","25.238","30.864","1","0","26","27.756","42.604","2","","","","","",4,5,2,"0",3,2,3,1,1,"","male","",28,"english","","multi","","83","","0","bachelors","$70K-$100K","0","","Control","364499701",0,42.604,2,4.6,3.16666666666667,4.08333333333333,3.91666666666667,5,5,5,4,3,3,4,5,4,5,3,4,0.3,0.166666666666667,0.810606060606061,0.810606060606061,1.43333333333333,1.51363903586126,1.28994708994709,-0.223691945914168,0.224549156486329,-0.423963806187974,-1.5168598530125,0.216269168573771,-0.357898454113614,-0.385221319834458,-1.39868090597368,-1.28449364167728,"hiprev","loprom","hiass","loloc",0,1.57163201954411,-0.355189837360541,-1.46349698565819,1.70001596175603,-1
"429","2018-09-10 06:48:56","2018-09-10 07:02:05","0","107.170.166.118",100,789,"1","2018-09-10 07:02:06","R_3j3v7naPsD7csCR","","","","","40.721405029297","-74.00520324707","anonymous","EN","","1",5,4,6,5,4,5,4,5,4,4,5,4,5,4,5,6,3,4,5,5,4,5,5,3,5,4,5,4,5,5,"2.484","99.437","107.181","34",2,2,4,3,4,3,3,2,3,4,2,"10.46","99.124","103.427","19","1","0","0","83.789","0","5.274","5.274","6.55","1","30","46.595","70.136","72.364","3","","","","","","30","35.316","35.316","37.206","1",3,3,4,"0",3,2,5,3,3,"very good ","male","",31,"english","","white","","96","","0",NA,"$100K-$250K","0","","CF Loss","268134297",30,37.206,1,3.6,3.66666666666667,4.25,4.58333333333333,4,3,3,4,4,3,4,3,3,2,2,4,0.3,0.266666666666667,1.11363636363636,1.17424242424242,-0.0666666666666664,0.0136390358612583,0.28994708994709,0.276308054085832,0.391215823152996,0.242702860478692,0.601019941759668,0.216269168573771,-0.357898454113614,1.19029059499411,0.0791706173192649,0.188717075317515,"hiprev","hiprom","hiass","hiloc",1,0.353262652465207,0.438736461391469,-0.605234974358462,0.015318433336987,1
"432","2018-09-10 06:55:32","2018-09-10 07:02:37","0","172.72.225.237",100,424,"1","2018-09-10 07:02:37","R_3HTzKaK8zTDe909","","","","","35.218002319336","-80.78589630127","anonymous","EN","","1",4,3,3,4,3,4,1,3,3,4,3,2,4,3,5,4,2,2,1,4,4,4,1,4,5,3,3,4,2,2,"4.473","142.765","143.77","38",3,3,3,3,4,3,3,2,2,3,2,"4.832","32.405","33.677","11","1","0","0","17.035","0","0","0","17.828","0","30","16.976","16.976","18.471","1","","","","","","50","25.055","25.055","25.915","1",5,4,4,"0",1,1,1,1,1,"","male","",33,"english","","black","","84","","0","associates","$40K-$70K","0","","CF Loss","9602915",50,25.915,1,3.4,3.33333333333333,3.16666666666667,3.5,3,3,3,4,3,4,4,4,3,4,3,3,0.3,0.266666666666667,1.60606060606061,0.636363636363636,0.0666666666666664,0.146972369194591,0.0899470899470898,-0.0570252792475014,-0.692117510180338,-0.840630472854641,0.601019941759668,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","loprom","loass","loloc",1,0.109588779049425,-0.0905477377765371,-0.033060300158641,0.165069324752012,1
"433","2018-09-10 06:50:10","2018-09-10 07:02:39","0","74.109.225.178",100,749,"1","2018-09-10 07:02:39","R_11iQAsF88OjUYba","","","","","40.378692626953","-79.971000671387","anonymous","EN","","1",5,2,2,6,4,5,5,4,4,3,4,1,1,2,4,6,4,4,4,5,4,1,1,2,5,3,2,3,5,2,"6.098","126.928","127.879","37",2,5,3,3,3,3,5,4,1,3,1,"3.075","56.831","57.75","19","1","7.079","31.402","40.799","7","3.451","6.318","14.894","4","30","23.049","31.788","32.89","3","","","","","","0","7.373","7.373","27.032","1",5,5,3,"1",NA,NA,NA,NA,NA,"There are a few things that come to mind regarding this app;
One would be, if I'm storing FIAT on an account with this app, what sort of return am I getting? It's essentially me lending money until I use it, so I'd like to get something in return. If not, I see no reason to ""store"" my FIAT here.
Second, are there any transfer fees? This is pretty important when running an app like this, I know coinbase charges quite a bit which turns people off of investing anything under a certain amount, ~$100.
Third, am I able to sell my coins back to the system? If I do that, I'd be trading from FIAT to crypto over and over so many times, my taxes would be ridiculously high, since not only would I need to pay taxes on any payouts, which would be every time I sold my bitcoin for USD, but I'd also need to pay taxes on any like to like trades since crypto is considered property by the IRS. 
Just some things to consider.","female","",30,"english","","white","","90","","0","associates","$40K-$70K","0","","CF Loss","584272052",0,27.032,1,2.4,4.16666666666667,4,4.58333333333333,1,3,3,2,4,5,5,5,4,5,6,5,0.8,0.966666666666667,1.63636363636364,1.53787878787879,-1.76666666666667,-1.68636096413874,-0.91005291005291,0.776308054085832,0.141215823152996,0.242702860478692,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","hiprom","hiass","hiloc",1,-1.10878058802948,1.23266276014348,-1.46349698565819,-1.89400543220459,1
